44,44,69,69,44,44,44,44,44,44,64,44,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,-1,-1,-1,-1,69,69,44,44,44,80,107,44,44,80,107,44,44,44,80,107,44
44,44,69,69,44,44,44,44,44,44,64,44,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,94,57,57,57,57,57,57,57,95,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,71,44,44,44,68,44,44,44,68,44,44,44,44,68,44,44
44,44,69,69,76,76,76,76,76,76,59,76,76,76,76,76,76,76,76,76,76,76,76,76,76,60,76,76,76,69,44,44,69,73,73,73,73,73,103,44,44,44,44,44,44,44,102,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,69,71,44,44,44,68,44,44,44,68,44,44,44,44,68,44,44
44,44,69,69,44,44,44,44,44,44,59,97,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,44,44,44,44,69,71,44,44,44,68,44,44,44,68,44,44,44,44,68,44,44
44,44,69,69,44,44,44,44,44,44,64,66,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,44,44,44,44,69,71,44,44,44,68,44,44,44,68,44,44,44,44,68,44,44
44,44,69,69,44,44,44,44,44,44,64,66,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,44,44,44,44,69,71,76,76,76,85,76,76,76,85,76,76,76,76,85,76,76
44,44,69,69,44,44,44,44,44,44,59,105,44,44,44,44,44,44,44,44,44,44,44,44,44,66,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,91,92,91,91,91,93,91,92,44,44,44,44,44,-1,-1,44,44,44,44,69,71,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,69,69,44,44,44,44,44,44,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,44,44,44,44,69,71,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,69,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,77,63,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,91,91,92,91,92,91,44,44,69,71,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,69,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,44,44,44,44,69,71,44,44,61,62,62,62,62,62,63,44,44,44,44,44,44
44,44,69,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,77,79,44,44,69,44,44,44,44,44,69,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,69,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,44,44,44,69,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,-1,91,92,91,93,91,91,92,44,44,44,44,44,44,44,44,44,44,44,69,44,69,44,44,61,63,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,44,44,44,44,44,44,44,44,69,44,44,61,62,62,79,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,69,44,44,69,77,62,63,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,44,91,92,91,91,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,93,91,91,92,44,44,44,44,77,62,79,44,44,69,44,44,71,44,44,44,44,44,44,44,44,44,44,44,44,91,91,92,91,91,44,44,-1,44,44,44,44,44,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,71,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,-1,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,69,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,91,92,91,91,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,71,44,44,44,44,91,91,92,91,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,69,44,44,44,44,44,44,44,89,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,69,44,44,71,44,91,91,91,91,91,91,91,91,44,44,44,44,44,44,91,91,93,91,91,91,44,44,44,44,44,44,44,69,44,44,91,91,91,92,44,44,44,44,44,44
91,91,91,91,91,91,91,91,91,91,91,91,91,44,44,44,44,44,44,44,44,44,44,44,44,44,44,91,93,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,93,91,91
